,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
339,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
340,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
341,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
342,Vila Franca do Campo,20,PT,09/04/19,64,37.72,-25.43,73.4,7.2
343,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
344,Port Elizabeth,20,US,09/04/19,62,39.31,-74.98,91.99400000000009,5.1
345,Hay River,75,CA,09/04/19,76,60.82,-115.79,53.6,4.6
346,Yerbogachen,79,RU,09/04/19,79,61.28,108.01,49.01000000000008,2.38
347,Prince Rupert,75,CA,09/04/19,93,54.32,-130.32,57.2,1.5
348,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
349,Champerico,40,MX,09/04/19,52,16.38,-93.6,87.80000000000001,3.1
350,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
351,Xining,84,CN,09/04/19,84,36.62,101.77,49.91000000000008,0.18
352,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
353,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
354,Nanortalik,95,GL,09/04/19,80,60.14,-45.24,43.070000000000064,4.51
355,Butaritari,95,KI,09/04/19,74,3.07,172.79,83.2100000000001,2.43
356,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
357,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
358,Luderitz,89,NA,09/04/19,72,-26.65,15.16,60.8,6.7
359,Sarh,20,TD,09/04/19,78,9.14,18.39,78.80000000000001,1.01
360,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
361,Tenkodogo,65,BF,09/04/19,64,11.78,-0.37,86.09000000000003,1.4
362,Zaria,94,NG,09/04/19,71,11.11,7.72,79.79000000000002,1.89
363,Nguru,100,NG,09/04/19,30,12.88,10.45,92.2100000000001,2.44
364,Altay,100,CN,09/04/19,56,47.83,88.13,51.71000000000008,3.36
365,East London,75,ZA,09/04/19,93,-33.02,27.91,59.0,2.6
366,Dire,75,ET,09/04/19,88,9.18,38.92,62.6,1.5
367,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
368,Mandalgovi,55,MN,09/04/19,60,45.76,106.27,60.530000000000044,3.14
369,Kahului,40,US,09/04/19,62,20.89,-156.47,84.2,5.1
370,Coos Bay,75,US,09/04/19,68,43.37,-124.22,69.80000000000001,2.6
371,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
372,Lata,100,IN,09/04/19,96,30.78,78.62,45.59000000000002,0.79
373,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
374,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
375,San Cristobal,40,HN,09/04/19,66,14.68,-86.92,91.4,2.6
376,Daru,60,PG,09/04/19,79,-9.07,143.21,72.23000000000005,3.38
377,Nuuk,75,GL,09/04/19,70,64.17,-51.74,44.6,8.7
378,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
379,Scarborough,59,GB,09/04/19,82,54.28,-0.41,60.00800000000001,9.8
380,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
381,Jalu,0,LY,09/04/19,44,29.03,21.55,86.45,10.58
382,De Aar,2,ZA,09/04/19,17,-30.65,24.01,61.43000000000004,5.23
383,Margate,29,AU,09/04/19,97,-43.03,147.26,46.004000000000055,2.1
384,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
385,Mago,83,RU,09/04/19,97,53.27,140.15,52.97000000000006,1.36
386,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
387,Gamba,85,CN,09/04/19,81,28.28,88.52,42.17000000000006,0.66
388,Wawa,51,NG,09/04/19,77,9.9,4.41,80.15,1.47
389,Bar Harbor,90,US,09/04/19,88,44.39,-68.2,69.99800000000002,8.2
390,Provideniya,100,RU,09/04/19,92,64.42,-173.23,44.69000000000002,4.82
391,Blagoveshchensk,40,RU,09/04/19,94,50.29,127.53,68.0,2.0
392,Petropavlovsk-Kamchatskiy,75,RU,09/04/19,100,53.05,158.65,50.0,3.0
393,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
394,Acari,4,BR,09/04/19,26,-6.44,-36.64,97.25,6.52
395,Georgetown,75,GY,09/04/19,88,6.8,-58.16,82.4,5.1
396,Road Town,20,VG,09/04/19,59,18.42,-64.62,89.6,4.6
397,Khatanga,15,RU,09/04/19,74,71.98,102.47,30.11000000000008,1.75
398,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
399,Poum,20,MK,09/04/19,49,41.28,20.71,69.80000000000001,2.1
400,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
401,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
402,Bredasdorp,65,ZA,09/04/19,81,-34.53,20.04,57.00200000000008,2.1
403,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
404,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
405,Hamilton,90,CA,09/04/19,72,43.26,-79.87,71.00600000000003,7.2
406,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
407,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
408,Nikolskoye,20,RU,09/04/19,72,59.7,30.79,62.99600000000005,3.0
409,Caucaia,20,BR,09/04/19,62,-3.73,-38.66,86.0,8.2
410,Tuatapere,100,NZ,09/04/19,96,-46.13,167.69,46.004000000000055,1.83
411,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
412,Ileza,15,RU,09/04/19,92,61.05,43.9,52.25,2.52
413,Ulladulla,81,AU,09/04/19,87,-35.36,150.48,53.00600000000003,3.6
414,Verkhoturye,100,RU,09/04/19,98,58.86,60.81,48.29000000000002,1.0
415,Okhotsk,5,RU,09/04/19,90,59.36,143.24,43.79000000000002,1.41
416,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
417,Emmett,1,US,09/04/19,38,43.87,-116.5,84.99199999999999,2.14
418,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
419,Port Hedland,0,AU,09/04/19,93,-20.31,118.58,64.4,2.6
420,Tarakan,12,ID,09/04/19,86,3.3,117.63,79.25,1.44
421,San Juan de los Morros,76,VE,09/04/19,68,9.91,-67.35,81.95,2.58
422,New Norfolk,29,AU,09/04/19,97,-42.78,147.06,46.004000000000055,2.6
423,Sorland,40,NO,09/04/19,87,67.67,12.69,50.0,6.7
424,Cherskiy,14,RU,09/04/19,61,68.75,161.3,39.110000000000085,2.72
425,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
426,Hithadhoo,49,MV,09/04/19,77,-0.6,73.08,83.75,7.1
427,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
428,Lagoa,20,PT,09/04/19,74,37.14,-8.45,82.99400000000009,3.6
429,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
430,Honningsvag,40,NO,09/04/19,71,70.98,25.97,51.8,3.1
431,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
432,Castro,0,CL,09/04/19,46,-42.48,-73.76,47.030000000000044,2.22
433,Campbell River,75,CA,09/04/19,68,50.02,-125.24,64.99400000000009,5.1
434,Imbituba,75,BR,09/04/19,67,-28.24,-48.67,62.6,5.1
435,Atuona,74,PF,09/04/19,74,-9.8,-139.03,78.53000000000004,3.92
436,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
437,Angoche,0,MZ,09/04/19,83,-16.23,39.91,70.07000000000006,2.73
438,Mar del Plata,0,AR,09/04/19,39,-46.43,-67.52,38.39000000000002,2.07
439,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
440,Severo-Kurilsk,83,RU,09/04/19,92,50.68,156.12,49.91000000000008,9.46
441,Alta Floresta,24,BR,09/04/19,13,-9.87,-56.08,106.79000000000002,2.06
442,Lara,20,PE,09/04/19,18,-16.45,-71.53,69.80000000000001,4.1
443,Salalah,75,OM,09/04/19,88,17.01,54.1,80.6,2.1
444,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
445,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
446,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
447,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
448,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
449,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
450,Butterworth,75,MY,09/04/19,88,5.4,100.37,80.6,3.58
451,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
452,Breves,70,BR,09/04/19,65,-1.68,-50.48,88.61000000000008,1.14
453,Tignere,83,CM,09/04/19,92,7.37,12.65,70.61000000000008,0.37
454,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
455,Abha,40,SA,09/04/19,47,18.22,42.5,78.80000000000001,2.1
456,Linxia,18,CN,09/04/19,58,35.6,103.21,56.93000000000004,3.31
457,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
458,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
459,Vardo,75,US,09/04/19,52,39.62,-77.74,91.99400000000009,4.6
460,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
461,Nesna,20,NO,09/04/19,76,66.2,13.02,53.6,1.0
462,Chuy,48,UY,09/04/19,59,-33.69,-53.46,48.650000000000006,6.67
463,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
464,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
465,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
466,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
467,Padang,84,ID,09/04/19,84,-0.92,100.36,81.59000000000003,8.75
468,Tual,59,ID,09/04/19,87,-5.67,132.75,76.55000000000001,7.82
469,Glens Falls,90,US,09/04/19,88,43.31,-73.64,75.99199999999999,4.6
470,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
471,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
472,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
473,Oiba,67,CO,09/04/19,57,6.26,-73.3,78.53000000000004,2.6
474,Nalut,75,LY,09/04/19,49,31.86,10.98,80.87000000000006,9.15
475,Thompson,40,CA,09/04/19,61,55.74,-97.86,48.2,2.6
476,Tonekabon,90,IR,09/04/19,94,36.82,50.88,73.4,1.0
477,Pag,0,HR,09/04/19,43,44.45,15.06,73.4,3.1
478,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
479,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
480,Mehamn,21,NO,09/04/19,71,71.03,27.85,53.6,1.5
481,Colomiers,0,FR,09/04/19,30,43.61,1.33,80.6,6.2
482,Faanui,16,PF,09/04/19,82,-16.48,-151.75,78.53000000000004,10.51
483,Longyearbyen,75,NO,09/04/19,80,78.22,15.63,33.8,2.1
484,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
485,Hasaki,75,JP,09/04/19,83,35.73,140.83,73.4,1.5
486,Torbay,75,CA,09/04/19,77,47.66,-52.73,71.00600000000003,4.1
487,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
488,Muret,0,FR,09/04/19,30,43.46,1.33,80.6,6.2
489,Port Lincoln,8,AU,09/04/19,81,-34.72,135.86,57.47000000000006,8.34
490,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
491,Mao,20,DO,09/04/19,46,19.55,-71.08,93.99199999999999,7.2
492,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
493,Butaritari,95,KI,09/04/19,74,3.07,172.79,83.2100000000001,2.43
494,Baruun-Urt,100,MN,09/04/19,60,46.68,113.28,60.530000000000044,4.61
495,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
496,Victoria,75,BN,09/04/19,88,5.28,115.24,80.6,2.07
497,Linares,100,CL,09/04/19,52,-35.85,-71.6,58.190000000000026,0.77
498,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
499,Harper,40,US,09/04/19,38,30.3,-99.24,91.4,4.6
500,Saskylakh,84,RU,09/04/19,84,71.97,114.09,31.73000000000004,4.89
501,Karpogory,38,RU,09/04/19,86,64.0,44.44,57.47000000000006,2.9
502,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
503,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
504,Tura,72,RU,09/04/19,91,64.27,100.22,43.25,1.89
505,Ostrovnoy,100,RU,09/04/19,78,68.05,39.51,52.79000000000002,5.11
506,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
507,Lorengau,94,PG,09/04/19,87,-2.02,147.27,78.53000000000004,5.14
508,Fortuna,1,US,09/04/19,72,40.6,-124.16,73.00400000000005,2.6
509,Katsuura,75,JP,09/04/19,88,33.93,134.5,77.0,2.1
510,Constitucion,40,MX,09/04/19,55,23.99,-104.67,68.0,2.6
511,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
512,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
513,Georgetown,75,GY,09/04/19,88,6.8,-58.16,82.4,5.1
514,Saskylakh,84,RU,09/04/19,84,71.97,114.09,31.73000000000004,4.89
515,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
516,Xuanzhou,94,CN,09/04/19,92,30.95,118.78,72.77000000000007,2.07
517,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
518,Ucluelet,75,CA,09/04/19,82,48.94,-125.55,64.99400000000009,1.5
519,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
520,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
521,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
522,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
523,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
524,Khatanga,15,RU,09/04/19,74,71.98,102.47,30.11000000000008,1.75
525,Tasiilaq,75,GL,09/04/19,65,65.61,-37.64,44.6,10.8
526,Kahului,40,US,09/04/19,62,20.89,-156.47,84.2,5.1
527,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
528,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
529,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
530,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
531,Tiksi,100,RU,09/04/19,91,71.64,128.87,42.17000000000006,3.35
532,Cabo San Lucas,5,MX,09/04/19,58,22.89,-109.91,93.00200000000008,3.1
533,Oxelosund,20,SE,09/04/19,82,58.67,17.1,60.8,4.1
534,Lapus,20,RO,09/04/19,68,47.5,24.02,66.2,1.0
535,Bilibino,0,RU,09/04/19,79,68.06,166.44,27.95,0.77
536,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
537,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
538,San Javier,19,BR,09/04/19,44,-27.87,-55.13,71.00600000000003,1.34
539,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
540,Kimbe,99,PG,09/04/19,85,-5.56,150.15,73.13000000000005,0.86
541,North Bend,75,US,09/04/19,68,43.41,-124.22,69.80000000000001,2.6
542,Grand Gaube,75,MU,09/04/19,83,-20.01,57.66,71.99600000000005,5.7
543,Ahipara,93,NZ,09/04/19,100,-35.17,173.16,55.99400000000007,9.5
544,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
545,Barrow,85,AR,09/04/19,49,-38.31,-60.23,47.21000000000008,5.48
546,Kodiak,1,US,09/04/19,60,39.95,-94.76,78.00800000000001,2.1
547,Constitucion,40,MX,09/04/19,55,23.99,-104.67,68.0,2.6
548,Butaritari,95,KI,09/04/19,74,3.07,172.79,83.2100000000001,2.43
549,Nelson Bay,32,AU,09/04/19,67,-32.72,152.14,64.99400000000009,3.1
550,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
551,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
552,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
553,Tres Passos,19,BR,09/04/19,53,-27.46,-53.93,65.39000000000001,4.37
554,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
555,Kieta,14,PG,09/04/19,82,-6.22,155.63,78.53000000000004,2.78
556,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
557,Jamestown,13,AU,09/04/19,60,-33.21,138.6,54.77000000000007,3.61
558,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
559,Cardonal,15,MX,09/04/19,51,20.06,-99.23,70.79000000000002,2.05
560,Chuy,48,UY,09/04/19,59,-33.69,-53.46,48.650000000000006,6.67
561,Hilo,90,US,09/04/19,88,19.71,-155.08,73.4,3.6
562,Beloha,0,MG,09/04/19,79,-25.17,45.06,67.19000000000003,5.42
563,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
564,Esna,75,RO,09/04/19,63,45.2,27.57,66.2,6.2
565,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
566,Temnikov,0,RU,09/04/19,84,54.63,43.21,52.43000000000004,1.99
567,Varkaus,75,FI,09/04/19,77,62.32,27.87,59.0,2.1
568,Tsumeb,0,NA,09/04/19,11,-19.25,17.72,71.6,2.53
569,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
570,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
571,Nanortalik,95,GL,09/04/19,80,60.14,-45.24,43.070000000000064,4.51
572,Severo-Kurilsk,83,RU,09/04/19,92,50.68,156.12,49.91000000000008,9.46
573,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
574,Vardo,75,US,09/04/19,52,39.62,-77.74,91.99400000000009,4.6
575,Yellowknife,75,CA,09/04/19,66,62.45,-114.38,51.8,5.1
576,Port Hardy,40,CA,09/04/19,82,50.7,-127.42,59.0,2.1
577,Turmalina,0,BR,09/04/19,15,-17.29,-42.73,92.75,3.23
578,Mar del Plata,0,AR,09/04/19,39,-46.43,-67.52,38.39000000000002,2.07
579,Port Alfred,95,ZA,09/04/19,93,-33.59,26.89,57.992,0.45
580,Nanortalik,95,GL,09/04/19,80,60.14,-45.24,43.070000000000064,4.51
581,Busselton,79,AU,09/04/19,65,-33.64,115.35,39.00200000000008,5.12
582,Tuy Hoa,87,VN,09/04/19,74,13.08,109.3,76.73000000000005,3.95
583,Bambous Virieux,75,MU,09/04/19,83,-20.34,57.76,71.99600000000005,5.7
584,Usinsk,0,RU,09/04/19,76,66.0,57.56,51.71000000000008,4.49
585,Ribeira Grande,20,PT,09/04/19,64,38.52,-28.7,75.2,8.2
586,Dikson,100,RU,09/04/19,98,73.51,80.55,43.25,8.45
587,Honningsvag,40,NO,09/04/19,71,70.98,25.97,51.8,3.1
588,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
589,Provideniya,100,RU,09/04/19,92,64.42,-173.23,44.69000000000002,4.82
590,Myitkyina,73,MM,09/04/19,97,25.38,97.4,72.59000000000003,1.12
591,Mataura,100,NZ,09/04/19,96,-46.19,168.86,46.004000000000055,1.73
592,Tuktoyaktuk,75,CA,09/04/19,87,69.44,-133.03,46.4,2.1
593,Geraldton,20,CA,09/04/19,44,49.72,-86.95,60.8,3.6
594,Angicos,4,BR,09/04/19,47,-5.67,-36.6,89.15,7.85
595,Aklavik,90,CA,09/04/19,100,68.22,-135.01,50.0,2.1
596,Lebu,75,ET,09/04/19,88,8.96,38.73,62.6,1.5
597,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
598,Naze,90,NG,09/04/19,93,5.43,7.07,75.65,1.84
599,Faanui,16,PF,09/04/19,82,-16.48,-151.75,78.53000000000004,10.51
600,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
601,Isangel,45,VU,09/04/19,65,-19.55,169.27,71.15,5.07
602,Camocim,37,BR,09/04/19,43,-2.9,-40.84,91.85,6.0
603,Hithadhoo,49,MV,09/04/19,77,-0.6,73.08,83.75,7.1
604,Port Alfred,95,ZA,09/04/19,93,-33.59,26.89,57.992,0.45
605,Arraial do Cabo,75,BR,09/04/19,88,-22.97,-42.02,73.4,7.7
606,Jeremie,3,HT,09/04/19,70,18.65,-74.12,84.29000000000002,1.97
607,Chokurdakh,35,RU,09/04/19,71,70.62,147.9,40.37000000000006,3.05
608,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
609,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
610,Manakara,0,MG,09/04/19,89,-22.14,48.01,65.57000000000006,2.02
611,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
612,Chuy,48,UY,09/04/19,59,-33.69,-53.46,48.650000000000006,6.67
613,Tamiahua,43,MX,09/04/19,73,21.28,-97.45,81.59000000000003,3.73
614,Hami,0,CN,09/04/19,18,42.84,93.51,77.81000000000009,1.64
615,Uribia,99,CO,09/04/19,50,11.71,-72.27,93.65,6.45
616,Santiago del Estero,100,AR,09/04/19,50,-27.8,-64.26,51.17000000000006,3.37
617,Puerto Ayora,40,EC,09/04/19,65,-0.74,-90.35,78.80000000000001,9.8
618,Galle,100,GN,09/04/19,95,10.08,-12.83,73.49000000000002,1.38
619,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
620,Kapaa,40,US,09/04/19,74,22.08,-159.32,82.4,5.1
621,Avarua,79,CK,09/04/19,68,-21.21,-159.78,71.6,6.2
622,Thompson,40,CA,09/04/19,61,55.74,-97.86,48.2,2.6
623,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
624,Port Elizabeth,20,US,09/04/19,62,39.31,-74.98,91.99400000000009,5.1
625,Talnakh,75,RU,09/04/19,87,69.49,88.39,48.2,1.0
626,Port Alfred,95,ZA,09/04/19,93,-33.59,26.89,57.992,0.45
627,Clyde River,75,CA,09/04/19,75,70.47,-68.59,44.6,4.6
628,Minab,0,IR,09/04/19,52,27.15,57.07,91.4,1.0
629,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
630,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
631,Port-Cartier,90,CA,09/04/19,93,50.03,-66.88,51.00800000000001,7.7
632,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
633,Hermanus,23,ZA,09/04/19,82,-34.42,19.24,57.992,0.89
634,Baykit,81,RU,09/04/19,96,61.68,96.39,43.610000000000085,0.75
635,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
636,Rikitea,95,PF,09/04/19,71,-23.12,-134.97,72.95,3.31
637,Luderitz,89,NA,09/04/19,72,-26.65,15.16,60.8,6.7
638,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
639,Manado,20,ID,09/04/19,83,1.49,124.85,73.4,1.0
640,Tsumeb,0,NA,09/04/19,11,-19.25,17.72,71.6,2.53
641,Arraial do Cabo,75,BR,09/04/19,88,-22.97,-42.02,73.4,7.7
642,Bluff,0,AU,09/04/19,28,-23.58,149.07,60.71000000000008,1.52
643,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
644,Ngerengere,20,TZ,09/04/19,47,-6.76,38.13,80.6,5.1
645,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
646,Berlevag,0,NO,09/04/19,71,70.86,29.09,53.6,1.5
647,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
648,Sinnamary,94,GF,09/04/19,76,5.38,-52.96,82.31000000000009,8.84
649,North Battleford,20,CA,09/04/19,72,52.78,-108.3,62.99600000000005,6.2
650,Baghdad,0,IQ,09/04/19,20,33.3,44.38,93.2,2.1
651,Mahebourg,75,MU,09/04/19,83,-20.41,57.7,71.99600000000005,5.7
652,Cape Town,20,ZA,09/04/19,77,-33.93,18.42,60.00800000000001,10.3
653,Da Lat,100,VN,09/04/19,99,11.95,108.44,67.37000000000006,1.57
654,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
655,Bud,75,NO,09/04/19,66,62.91,6.91,55.400000000000006,2.1
656,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
657,Bethel,90,US,09/04/19,93,60.79,-161.76,51.8,7.7
658,Teya,75,MX,09/04/19,56,21.05,-89.07,95.0,2.9
659,Albany,90,US,09/04/19,73,42.65,-73.75,78.99800000000002,6.2
660,Punta Arenas,75,CL,09/04/19,69,-53.16,-70.91,39.00200000000008,2.24
661,Katsuura,75,JP,09/04/19,88,33.93,134.5,77.0,2.1
662,Itarema,74,BR,09/04/19,52,-2.92,-39.92,86.99000000000002,7.54
663,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
664,Sao Filipe,0,CV,09/04/19,83,14.9,-24.5,81.05000000000001,5.43
665,Show Low,1,US,09/04/19,19,34.25,-110.03,93.99199999999999,6.2
666,Moroni,0,GR,09/04/19,69,35.09,24.92,78.99800000000002,6.7
667,Morehead,75,US,09/04/19,66,38.18,-83.43,87.99800000000002,2.6
668,Ishigaki,100,JP,09/04/19,79,24.34,124.16,83.03000000000004,14.68
669,Vao,25,EE,09/04/19,93,59.1,26.19,54.95,2.69
670,Ushuaia,0,AR,09/04/19,60,-54.81,-68.31,41.0,10.8
671,Sveio,75,NO,09/04/19,82,59.54,5.35,55.99400000000007,7.2
672,Faya,40,SA,09/04/19,47,18.39,42.45,78.80000000000001,2.1
673,Chokurdakh,35,RU,09/04/19,71,70.62,147.9,40.37000000000006,3.05
674,Fairbanks,75,US,09/04/19,81,64.84,-147.72,53.00600000000003,0.95
675,Buin,100,CL,09/04/19,41,-33.73,-70.74,71.99600000000005,2.58
676,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
677,Saint-Philippe,75,CA,09/04/19,60,45.36,-73.48,75.2,10.8
678,Butaritari,95,KI,09/04/19,74,3.07,172.79,83.2100000000001,2.43
679,Hobart,29,AU,09/04/19,97,-42.88,147.33,46.004000000000055,2.6
680,Ancud,0,CL,09/04/19,51,-41.87,-73.83,50.81000000000009,3.96
681,Ponta do Sol,0,BR,09/04/19,21,-20.63,-46.0,91.49000000000002,2.54
682,Port Hardy,40,CA,09/04/19,82,50.7,-127.42,59.0,2.1
